Net,proc,Blue_Acts,Blue_Acts_Extended,Red_acts,Red_acts_Target,Red_Fsm,Green_Acts
0,0,Analyse,Analyse admin_network_subnet_user_host_7,Sleep,,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.52.251 52122]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.52.253 52446]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.230.254 52763]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Restore,Restore admin_network_subnet_server_host_2,StealthServiceDiscovery,admin_network_subnet_server_host_5,None,"[{'act': '[GreenAccessService 10.0.52.250 51053]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_user_host_1,Sleep,,"{'hosts': ['admin_network_subnet_server_host_5'], 'state': ['SD']}","[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.23.254 52327]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.230.254 53409]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.252 52480]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_user_host_3,Sleep,,None,"[{'act': '[GreenAccessService 10.0.60.253 56332]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.60.252 58858]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,AllowTrafficZone,AllowTrafficZone admin_network_subnet (10.0.52.0/24) <- public_access_zone_subnet (10.0.64.0/24),Sleep,,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.52.247 55060]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.9.253 50918]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Analyse,Analyse admin_network_subnet_user_host_4,ExploitRemoteService,public_access_zone_subnet_user_host_2,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.60.249 53899]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.60.249 57252]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_user_host_6,Sleep,,"{'hosts': ['public_access_zone_subnet_user_host_2'], 'state': ['SD']}","[{'act': '[GreenAccessService 10.0.52.248 49782]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.60.254 53783]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_user_host_1,Sleep,,None,"[{'act': '[GreenAccessService 10.0.60.254 49827]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.9.253 53446]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.23.254 54731]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Restore,Restore admin_network_subnet_server_host_3,Sleep,,None,"[{'act': '[GreenAccessService 10.0.9.253 55710]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.52.252 52477]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.251 58082]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.230.253 52622]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_user_host_5,ExploitRemoteService,public_access_zone_subnet_user_host_1,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Restore,Restore admin_network_subnet_server_host_5,Sleep,,"{'hosts': ['public_access_zone_subnet_user_host_1'], 'state': ['SD']}","[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.9.253 57615]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Analyse,Analyse admin_network_subnet_server_host_0,DiscoverDeception,None,None,"[{'act': '[GreenAccessService 10.0.230.254 58695]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.64.254 58909]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.60.250 54322]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.9.253 53029]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.60.250 59505]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.247 52678]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_server_host_3,Sleep,,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.60.252 54964]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.9.253 51832]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_user_host_4,Sleep,,None,"[{'act': '[GreenAccessService 10.0.230.254 54687]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,AllowTrafficZone,AllowTrafficZone admin_network_subnet (10.0.52.0/24) <- internet_subnet (10.0.32.0/24),StealthServiceDiscovery,public_access_zone_subnet_server_host_0,None,"[{'act': '[GreenAccessService 10.0.64.254 52652]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.9.252 58697]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.52.247 52635]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,AllowTrafficZone,AllowTrafficZone admin_network_subnet (10.0.52.0/24) <- contractor_network_subnet (10.0.9.0/24),Sleep,,"{'hosts': ['public_access_zone_subnet_server_host_0'], 'state': ['SD']}","[{'act': '[GreenAccessService 10.0.52.251 59179]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.23.254 59181]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.253 50711]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.60.253 51875]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.250 58268]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Analyse,Analyse admin_network_subnet_user_host_5,Sleep,,None,"[{'act': '[GreenAccessService 10.0.23.254 53691]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.60.249 59679]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.60.252 59104]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Restore,Restore admin_network_subnet_user_host_1,Sleep,,None,"[{'act': '[GreenAccessService 10.0.60.253 59313]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.230.254 56561]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,AllowTrafficZone,AllowTrafficZone admin_network_subnet (10.0.52.0/24) <- operational_zone_a_subnet (10.0.60.0/24),ExploitRemoteService,office_network_subnet_user_host_2,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.64.254 50625]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.52.253 53551]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Analyse,Analyse admin_network_subnet_user_host_4,Sleep,,"{'hosts': ['office_network_subnet_user_host_2'], 'state': ['SD']}","[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.60.249 59517]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_user_host_3,Sleep,,None,"[{'act': '[GreenAccessService 10.0.64.254 55539]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.9.253 59928]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.52.247 53243]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Analyse,Analyse admin_network_subnet_user_host_2,Sleep,,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.230.253 49483]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.23.253 50899]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.52.253 51498]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,1,Remove,Remove admin_network_subnet_user_host_2,ExploitRemoteService,admin_network_subnet_user_host_5,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.250 59151]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.60.251 57814]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Restore,Restore admin_network_subnet_server_host_2,Sleep,,"{'hosts': ['admin_network_subnet_user_host_5'], 'state': ['UD']}","[{'act': '[GreenAccessService 10.0.52.247 57618]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_user_host_5,Sleep,,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.64.254 51893]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.60.249 54931]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.230.253 58749]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_user_host_3,Sleep,,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.9.252 52293]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.230.254 58586]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.168.254 52155]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Analyse,Analyse admin_network_subnet_server_host_2,ExploitRemoteService,office_network_subnet_user_host_1,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.99.254 53660]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.99.254 50221]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.99.254 57178]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,AllowTrafficZone,AllowTrafficZone admin_network_subnet (10.0.52.0/24) <- operational_zone_a_subnet (10.0.60.0/24),AggressiveServiceDiscovery,office_network_subnet_user_host_5,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.52.250 50939]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
1,0,Analyse,Analyse admin_network_subnet_server_host_3,Sleep,,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenAccessService 10.0.60.252 54881]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_server_host_3,PrivilegeEscalate,,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.60.251 58772]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Analyse,Analyse admin_network_subnet_server_host_5,Sleep,,"{'hosts': ['admin_network_subnet_user_host_5'], 'state': ['RD']}","[{'act': '[GreenAccessService 10.0.60.252 50032]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenAccessService 10.0.64.254 59495]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.64.254 51780]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Restore,Restore admin_network_subnet_user_host_5,Sleep,,None,"[{'act': '[GreenAccessService 10.0.52.247 56271]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.60.249 57721]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenLocalWork 10.0.64.78]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.99.254 54131]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,DeployDecoy,DeployDecoy admin_network_subnet_server_host_3,Sleep,,None,"[{'act': '[GreenLocalWork 10.0.64.182]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[GreenLocalWork 10.0.64.5]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenLocalWork 10.0.64.55]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenAccessService 10.0.60.249 58075]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenAccessService 10.0.52.247 49564]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Remove,Remove admin_network_subnet_server_host_3,ExploitRemoteService,public_access_zone_subnet_server_host_0,None,"[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[GreenAccessService 10.0.52.247 50572]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[GreenLocalWork 10.0.64.140]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
0,0,Analyse,Analyse admin_network_subnet_user_host_3,Sleep,,"{'hosts': ['public_access_zone_subnet_server_host_0'], 'state': ['SD']}","[{'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_0'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_1'}, {'act': '[GreenAccessService 10.0.52.252 51946]', 'hostname': 'public_access_zone_subnet_user_host_2'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_3'}, {'act': '[Sleep]', 'hostname': 'public_access_zone_subnet_user_host_4'}, {'act': '[GreenLocalWork 10.0.64.162]', 'hostname': 'public_access_zone_subnet_user_host_5'}, {'act': '[GreenLocalWork 10.0.64.161]', 'hostname': 'public_access_zone_subnet_user_host_6'}]"
